name,sku,price,description,stock_level,image_path,main_category,subcategory
Large Wire Nuts,ELWRN005,7,Heavy-duty wire nuts for connecting larger gauge wires and multiple conductors.,70,electrical_wire_nuts_large_wire_nuts_20250620_210729.png,ELECTRICAL,WIRE NUTS
Indoor Extension Cord 25ft,ELEC000016,18,16-gauge indoor extension cord for household appliances and electronics.,98,electrical_extension_cords_indoor_extension_cord_25ft_20250620_210803.png,ELECTRICAL,EXTENSION CORDS
Outdoor Extension Cord 50ft,ELEC000017,38,12-gauge outdoor cord with weather-resistant jacket for power tools and equipment.,17,electrical_extension_cords_outdoor_extension_cord_50ft_20250620_210836.png,ELECTRICAL,EXTENSION CORDS
Heavy Duty Cord 100ft,ELEC000018,65,Professional-grade extension cord for construction and industrial applications.,87,electrical_extension_cords_heavy_duty_cord_100ft_20250620_210912.png,ELECTRICAL,EXTENSION CORDS
Retractable Cord Reel,ELEC000019,52,Automatic retractable extension cord reel for workshop and garage organization.,39,electrical_extension_cords_retractable_cord_reel_20250620_210946.png,ELECTRICAL,EXTENSION CORDS
Multi-Outlet Power Strip,ELEC000020,25,Power strip with surge protection and multiple outlets for electronics protection.,42,electrical_extension_cords_multi_outlet_power_strip_20250620_211021.png,ELECTRICAL,EXTENSION CORDS
LED Flush Mount Ceiling,ELLF000021,40,Energy-efficient LED ceiling fixture with modern design and long bulb life.,5,electrical_light_fixtures_led_flush_mount_ceiling_20250620_211054.png,ELECTRICAL,LIGHT FIXTURES
Pendant Light Kitchen,ELLF000022,58,Decorative pendant light for kitchen islands and dining areas with adjustable height.,11,electrical_light_fixtures_pendant_light_kitchen_20250620_211130.png,ELECTRICAL,LIGHT FIXTURES
Vanity Light 3-Bulb,ELLF000023,50,Bathroom vanity light with multiple bulbs for even illumination and style.,98,electrical_light_fixtures_vanity_light_3_bulb_20250620_211203.png,ELECTRICAL,LIGHT FIXTURES
Track Lighting Kit,ELLF000024,70,Adjustable track lighting system with multiple spotlights for accent lighting.,68,electrical_light_fixtures_track_lighting_kit_20250620_211237.png,ELECTRICAL,LIGHT FIXTURES
Outdoor Flood Light LED,ELLF000025,32,Weather-resistant LED flood light with motion sensor for security lighting.,20,electrical_light_fixtures_outdoor_flood_light_led_20250620_211313.png,ELECTRICAL,LIGHT FIXTURES
Vinyl Electrical Tape,ELET000026,4,Standard black electrical tape for insulating wire connections and splices.,95,electrical_electrical_tape_vinyl_electrical_tape_20250620_211346.png,ELECTRICAL,ELECTRICAL TAPE
High-Temp Electrical Tape,ELET000027,7,Heat-resistant electrical tape for high-temperature electrical applications.,30,electrical_electrical_tape_high_temp_electrical_tape_20250620_211420.png,ELECTRICAL,ELECTRICAL TAPE
Color-Coded Tape Set,ELET000028,10,Assorted colored electrical tape for wire identification and phase marking.,14,electrical_electrical_tape_color_coded_tape_set_20250620_211453.png,ELECTRICAL,ELECTRICAL TAPE
Self-Fusing Silicone Tape,ELET000029,13,Self-amalgamating tape that bonds to itself for waterproof electrical connections.,35,electrical_electrical_tape_self_fusing_silicone_tape_20250620_211527.png,ELECTRICAL,ELECTRICAL TAPE
Friction Tape,ELET000030,6,Cotton friction tape for mechanical protection and insulation of electrical connections.,22,electrical_electrical_tape_friction_tape_20250620_211600.png,ELECTRICAL,ELECTRICAL TAPE
PVC Pipe 3-inch x 10ft,PLPVC001,18,Schedule 40 PVC pipe for main drain lines and sewer connections.,16,plumbing_pvc_pipe_pvc_pipe_3_inch_x_10ft_20250620_211634.png,PLUMBING,PVC PIPE
PVC Pipe 4-inch x 10ft,PLPVC002,21,Large diameter PVC pipe for building drains and main waste lines.,78,plumbing_pvc_pipe_pvc_pipe_4_inch_x_10ft_20250620_211710.png,PLUMBING,PVC PIPE
PVC Pipe 1-1/2 inch x 10ft,PLPVC003,12,Standard PVC pipe for sink and bathroom drain connections.,13,plumbing_pvc_pipe_pvc_pipe_1_12_inch_x_10ft_20250620_211743.png,PLUMBING,PVC PIPE
PVC Pipe 2-inch x 10ft,PLPVC004,15,Medium PVC pipe for vent stacks and larger drain applications.,100,plumbing_pvc_pipe_pvc_pipe_2_inch_x_10ft_20250620_211817.png,PLUMBING,PVC PIPE
Flexible PVC Pipe,PLPVC005,25,Flexible PVC for tight spaces and curved pipe runs with standard fittings.,18,plumbing_pvc_pipe_flexible_pvc_pipe_20250620_211851.png,PLUMBING,PVC PIPE
Copper Pipe 1/2-inch Type L,PLCPP001,38,Type L copper tubing for hot and cold water supply lines with medium wall thickness.,29,plumbing_copper_pipe_copper_pipe_12_inch_type_l_20250620_211925.png,PLUMBING,COPPER PIPE
Copper Pipe 3/4-inch Type L,PLCPP002,52,Larger copper pipe for main water lines and high-flow applications.,10,plumbing_copper_pipe_copper_pipe_34_inch_type_l_20250620_212000.png,PLUMBING,COPPER PIPE
Copper Pipe 1-inch Type L,PLCPP003,68,Heavy-duty copper pipe for main service lines and commercial applications.,17,plumbing_copper_pipe_copper_pipe_1_inch_type_l_20250620_212034.png,PLUMBING,COPPER PIPE
Soft Copper Coil 1/2-inch,PLCPP004,48,Flexible soft copper in coil form for easy installation around obstacles.,97,plumbing_copper_pipe_soft_copper_coil_12_inch_20250620_212109.png,PLUMBING,COPPER PIPE
Pre-Insulated Copper Pipe,PLCPP005,60,Copper pipe with foam insulation for energy efficiency and condensation control.,85,plumbing_copper_pipe_pre_insulated_copper_pipe_20250620_212142.png,PLUMBING,COPPER PIPE
PVC Elbow Assortment,PLPPF001,14,90-degree PVC elbows in various sizes for changing pipe direction.,26,plumbing_pipe_fittings_pvc_elbow_assortment_20250620_212219.png,PLUMBING,PIPE FITTINGS
PVC Tee Fitting Set,PLPPF002,18,PVC tee fittings for branch connections in drain and vent systems.,0,plumbing_pipe_fittings_pvc_tee_fitting_set_20250620_212255.png,PLUMBING,PIPE FITTINGS
Copper Fitting Kit,PLPPF003,28,"Solder-type copper fittings including elbows, tees, and couplings.",89,plumbing_pipe_fittings_copper_fitting_kit_20250620_212329.png,PLUMBING,PIPE FITTINGS
Push-Fit Connectors,PLPPF004,21,No-solder push-fit fittings for quick copper and PEX pipe connections.,76,plumbing_pipe_fittings_push_fit_connectors_20250620_212404.png,PLUMBING,PIPE FITTINGS
Compression Fittings,PLPPF005,32,Compression fittings for connecting copper pipe without soldering.,33,plumbing_pipe_fittings_compression_fittings_20250620_212437.png,PLUMBING,PIPE FITTINGS
Ball Valve 1/2-inch,PLVA000001,14,Quarter-turn ball valve for water shut-off with full-port design.,8,plumbing_valves_ball_valve_12_inch_20250620_212512.png,PLUMBING,VALVES
Gate Valve 3/4-inch,PLVA000002,20,Traditional gate valve for main water line shut-off applications.,63,plumbing_valves_gate_valve_34_inch_20250620_212551.png,PLUMBING,VALVES
Check Valve 1-inch,PLVA000003,25,One-way check valve to prevent backflow in plumbing systems.,45,plumbing_valves_check_valve_1_inch_20250620_212625.png,PLUMBING,VALVES
Pressure Relief Valve,PLVA000004,40,Safety pressure relief valve for water heaters and pressure systems.,92,plumbing_valves_pressure_relief_valve_20250620_212658.png,PLUMBING,VALVES
Angle Stop Valve,PLVA000005,12,Angle stop valve for connecting toilet and sink supply lines to wall outlets.,53,plumbing_valves_angle_stop_valve_20250620_212732.png,PLUMBING,VALVES
Kitchen Sink Faucet,PLFCT001,82,Single-handle kitchen faucet with pull-out spray and ceramic disc cartridge.,13,plumbing_faucets_kitchen_sink_faucet_20250620_212806.png,PLUMBING,FAUCETS
Bathroom Lavatory Faucet,PLFCT002,60,Two-handle bathroom faucet with pop-up drain assembly and chrome finish.,55,plumbing_faucets_bathroom_lavatory_faucet_20250620_212840.png,PLUMBING,FAUCETS
Utility Sink Faucet,PLFCT003,42,Heavy-duty utility faucet with high spout for laundry and workshop sinks.,29,plumbing_faucets_utility_sink_faucet_20250620_212914.png,PLUMBING,FAUCETS
Shower Faucet Trim Kit,PLFCT004,98,"Complete shower trim kit with valve, handle, and showerhead.",36,plumbing_faucets_shower_faucet_trim_kit_20250620_212948.png,PLUMBING,FAUCETS
Outdoor Spigot Faucet,PLFCT005,32,Frost-free outdoor faucet with anti-siphon protection for yard connections.,15,plumbing_faucets_outdoor_spigot_faucet_20250620_213023.png,PLUMBING,FAUCETS
Toilet Flapper Universal,PLTLT001,8,Universal toilet flapper that fits most standard toilet tanks.,63,plumbing_toilet_parts_toilet_flapper_universal_20250620_213057.png,PLUMBING,TOILET PARTS
Fill Valve Assembly,PLTLT002,14,Complete fill valve assembly for toilet tank water refill control.,43,plumbing_toilet_parts_fill_valve_assembly_20250620_213131.png,PLUMBING,TOILET PARTS
Toilet Wax Ring,PLTLT003,6,Wax ring seal for toilet installation with plastic horn for proper sealing.,34,plumbing_toilet_parts_toilet_wax_ring_20250620_213205.png,PLUMBING,TOILET PARTS
Toilet Repair Kit Complete,PLTLT004,20,"Complete toilet repair kit with flapper, chain, and fill valve components.",21,plumbing_toilet_parts_toilet_repair_kit_complete_20250620_213240.png,PLUMBING,TOILET PARTS
Toilet Seat Standard,PLTLT005,28,Standard toilet seat with slow-close hinges and easy installation hardware.,24,plumbing_toilet_parts_toilet_seat_standard_20250620_213314.png,PLUMBING,TOILET PARTS
Drain Snake 25-foot,PLDRN001,25,Flexible steel drain snake for clearing sink and tub drain clogs.,96,plumbing_drain_cleaning_drain_snake_25_foot_20250620_213347.png,PLUMBING,DRAIN CLEANING
Toilet Auger,PLDRN002,32,Specialized toilet auger with protective coating to prevent scratching.,67,plumbing_drain_cleaning_toilet_auger_20250620_213422.png,PLUMBING,DRAIN CLEANING
Drain Cleaning Chemical,PLDRN003,10,Safe drain cleaner for dissolving organic clogs in pipes and drains.,90,plumbing_drain_cleaning_drain_cleaning_chemical_20250620_213456.png,PLUMBING,DRAIN CLEANING
Plunger Set,PLDRN004,14,Toilet and sink plunger set for basic drain clearing and blockage removal.,22,plumbing_drain_cleaning_plunger_set_20250620_213531.png,PLUMBING,DRAIN CLEANING
Hydro Jet Drain Cleaner,PLDRN005,42,High-pressure water jet attachment for clearing stubborn drain clogs.,3,plumbing_drain_cleaning_hydro_jet_drain_cleaner_20250620_213614.png,PLUMBING,DRAIN CLEANING
Foam Pipe Insulation 1/2,PLPI000006,6,Self-sealing foam insulation for 1/2-inch pipes to prevent freezing.,48,plumbing_pipe_insulation_foam_pipe_insulation_12_20250620_213649.png,PLUMBING,PIPE INSULATION
Pipe Insulation 3/4-inch,PLPI000007,7,Foam pipe insulation with adhesive seam for larger diameter pipes.,73,plumbing_pipe_insulation_pipe_insulation_34_inch_20250620_213723.png,PLUMBING,PIPE INSULATION
Pipe Heat Tape,PLPI000008,21,Electric heat tape for preventing frozen pipes in extreme cold conditions.,0,plumbing_pipe_insulation_pipe_heat_tape_20250620_213757.png,PLUMBING,PIPE INSULATION
Fiberglass Pipe Insulation,PLPI000009,14,High-temperature fiberglass insulation for hot water pipes and steam lines.,87,plumbing_pipe_insulation_fiberglass_pipe_insulation_20250620_213831.png,PLUMBING,PIPE INSULATION
Pipe Insulation Tape,PLPI000010,10,Reflective tape insulation for additional thermal protection of pipes.,66,plumbing_pipe_insulation_pipe_insulation_tape_20250620_213915.png,PLUMBING,PIPE INSULATION
Plumber's Putty 14oz,PLPLM001,6,Traditional plumber's putty for sealing drain flanges and faucet bases.,3,plumbing_plumber's_putty_plumbers_putty_14oz_20250620_213950.png,PLUMBING,PLUMBER'S PUTTY
Silicone Plumber's Putty,PLPLM002,7,Silicone-based putty that won't dry out or crack over time.,66,plumbing_plumber's_putty_silicone_plumbers_putty_20250620_214023.png,PLUMBING,PLUMBER'S PUTTY
Pipe Joint Compound,PLPLM003,8,Thread sealing compound for threaded pipe connections and fittings.,99,plumbing_plumber's_putty_pipe_joint_compound_20250620_214057.png,PLUMBING,PLUMBER'S PUTTY
Plumber's Grease,PLPLM004,6,Waterproof grease for lubricating O-rings and valve stems.,47,plumbing_plumber's_putty_plumbers_grease_20250620_214131.png,PLUMBING,PLUMBER'S PUTTY
Pipe Dope Stick,PLPLM005,5,Solid pipe thread sealant in convenient stick form for field applications.,96,plumbing_plumber's_putty_pipe_dope_stick_20250620_214205.png,PLUMBING,PLUMBER'S PUTTY
PTFE Thread Tape White,PLTFL001,2,Standard white PTFE tape for sealing water pipe threads.,86,plumbing_teflon_tape_ptfe_thread_tape_white_20250620_214238.png,PLUMBING,TEFLON TAPE
Heavy Duty Teflon Tape,PLTFL002,4,Thick PTFE tape for high-pressure and gas line applications.,22,plumbing_teflon_tape_heavy_duty_teflon_tape_20250620_214312.png,PLUMBING,TEFLON TAPE
Yellow Gas Line Tape,PLTFL003,4,Yellow PTFE tape specifically designed for natural gas connections.,45,plumbing_teflon_tape_yellow_gas_line_tape_20250620_214346.png,PLUMBING,TEFLON TAPE
Pink Plumber's Tape,PLTFL004,4,Pink PTFE tape for potable water systems with NSF certification.,50,plumbing_teflon_tape_pink_plumbers_tape_20250620_214420.png,PLUMBING,TEFLON TAPE
Pipe Thread Sealant Paste,PLTFL005,7,Brush-on thread sealant for large pipe connections and difficult applications.,44,plumbing_teflon_tape_pipe_thread_sealant_paste_20250620_214454.png,PLUMBING,TEFLON TAPE
Garden Spade Long Handle,GOHT000001,38,Heavy-duty garden spade with long handle for digging and edging with comfortable grip.,98,garden_&_outdoor_hand_tools_garden_spade_long_handle_20250621_112627.png,GARDEN & OUTDOOR,HAND TOOLS
Garden Rake Steel Tines,GOHT000002,29,Steel-tined garden rake for leveling soil and gathering leaves with durable construction.,7,garden_&_outdoor_hand_tools_garden_rake_steel_tines_20250620_214538.png,GARDEN & OUTDOOR,HAND TOOLS
Garden Hose 50-foot,GOHOS001,32,Heavy-duty garden hose with brass fittings and kink-resistant construction.,78,garden_&_outdoor_hoses_garden_hose_50_foot_20250621_112909.png,GARDEN & OUTDOOR,HOSES
Soaker Hose 25-foot,GOHOS002,25,Porous soaker hose for efficient water delivery directly to plant roots.,19,garden_&_outdoor_hoses_soaker_hose_25_foot_20250621_112954.png,GARDEN & OUTDOOR,HOSES
Expandable Hose 100-foot,GOHOS003,50,Lightweight expandable hose that extends when water flows and contracts when empty.,89,garden_&_outdoor_hoses_expandable_hose_100_foot_20250621_113038.png,GARDEN & OUTDOOR,HOSES
Drinking Water Safe Hose,GOHOS004,40,Lead-free garden hose safe for drinking water and filling pools.,13,garden_&_outdoor_hoses_drinking_water_safe_hose_20250620_214628.png,GARDEN & OUTDOOR,HOSES
Heavy Duty Hose 75-foot,GOHOS005,58,Commercial-grade garden hose for heavy use with reinforced construction.,100,garden_&_outdoor_hoses_heavy_duty_hose_75_foot_20250620_214702.png,GARDEN & OUTDOOR,HOSES
Oscillating Sprinkler,GOSPR001,20,"Adjustable oscillating sprinkler covering up to 3,000 square feet with even coverage.",34,garden_&_outdoor_sprinklers_oscillating_sprinkler_20250620_214737.png,GARDEN & OUTDOOR,SPRINKLERS
Impact Sprinkler,GOSPR002,15,Metal impact sprinkler with adjustable spray pattern and durable construction.,73,garden_&_outdoor_sprinklers_impact_sprinkler_20250620_214810.png,GARDEN & OUTDOOR,SPRINKLERS
Rotary Sprinkler 3-Arm,GOSPR003,18,Three-arm rotary sprinkler for circular coverage with adjustable spray radius.,18,garden_&_outdoor_sprinklers_rotary_sprinkler_3_arm_20250620_214844.png,GARDEN & OUTDOOR,SPRINKLERS
Misting Sprinkler Kit,GOSPR004,28,Complete misting system for cooling and plant watering with multiple nozzles.,12,garden_&_outdoor_sprinklers_misting_sprinkler_kit_20250620_214917.png,GARDEN & OUTDOOR,SPRINKLERS
In-Ground Sprinkler Head,GOSPR005,12,Pop-up sprinkler head for permanent irrigation systems with adjustable arc.,23,garden_&_outdoor_sprinklers_in_ground_sprinkler_head_20250620_214953.png,GARDEN & OUTDOOR,SPRINKLERS
All-Purpose Fertilizer 50lb,GOFRT001,25,Balanced 10-10-10 fertilizer for general garden and lawn applications.,44,garden_&_outdoor_fertilizer_all_purpose_fertilizer_50lb_20250620_215028.png,GARDEN & OUTDOOR,FERTILIZER
Organic Compost 40lb,GOFRT002,20,Rich organic compost for soil improvement and natural plant nutrition.,91,garden_&_outdoor_fertilizer_organic_compost_40lb_20250620_215102.png,GARDEN & OUTDOOR,FERTILIZER
Lawn Fertilizer Spring,GOFRT003,30,High-nitrogen spring fertilizer for promoting green lawn growth after winter.,10,garden_&_outdoor_fertilizer_lawn_fertilizer_spring_20250620_215137.png,GARDEN & OUTDOOR,FERTILIZER
Tomato Plant Food,GOFRT004,14,Specialized fertilizer formulated for tomatoes and other fruiting plants.,17,garden_&_outdoor_fertilizer_tomato_plant_food_20250620_215212.png,GARDEN & OUTDOOR,FERTILIZER
Slow Release Granules,GOFRT005,34,Time-release fertilizer granules providing nutrition for up to 3 months.,45,garden_&_outdoor_fertilizer_slow_release_granules_20250620_215246.png,GARDEN & OUTDOOR,FERTILIZER
Hardwood Mulch 2 Cu Ft,GOMUL001,7,Natural hardwood mulch for garden beds and landscaping applications.,6,garden_&_outdoor_mulch_hardwood_mulch_2_cu_ft_20250620_215319.png,GARDEN & OUTDOOR,MULCH
Rubber Mulch Black,GOMUL002,10,Recycled rubber mulch that doesn't decompose and provides long-lasting coverage.,80,garden_&_outdoor_mulch_rubber_mulch_black_20250620_215354.png,GARDEN & OUTDOOR,MULCH
Cedar Mulch 3 Cu Ft,GOMUL003,12,Aromatic cedar mulch that naturally repels insects while enriching soil.,54,garden_&_outdoor_mulch_cedar_mulch_3_cu_ft_20250620_215431.png,GARDEN & OUTDOOR,MULCH
Straw Mulch Bale,GOMUL004,14,Natural straw mulch bale for vegetable gardens and erosion control.,78,garden_&_outdoor_mulch_straw_mulch_bale_20250620_215505.png,GARDEN & OUTDOOR,MULCH
Ceramic Planter 12-inch,GOPLN001,32,Decorative ceramic planter with drainage holes and matching saucer.,100,garden_&_outdoor_planters_ceramic_planter_12_inch_20250620_215538.png,GARDEN & OUTDOOR,PLANTERS
Plastic Planter Set,GOPLN002,21,Lightweight plastic planters in multiple sizes with UV resistance.,45,garden_&_outdoor_planters_plastic_planter_set_20250620_215613.png,GARDEN & OUTDOOR,PLANTERS
Wooden Barrel Planter,GOPLN003,42,Rustic wooden barrel planter for herbs and small plants with natural appearance.,44,garden_&_outdoor_planters_wooden_barrel_planter_20250620_215646.png,GARDEN & OUTDOOR,PLANTERS
Hanging Basket Planter,GOPLN004,15,Hanging basket with coco liner for flowers and trailing plants.,90,garden_&_outdoor_planters_hanging_basket_planter_20250620_215720.png,GARDEN & OUTDOOR,PLANTERS
Self-Watering Planter,GOPLN005,35,Smart planter with built-in water reservoir for consistent plant hydration.,87,garden_&_outdoor_planters_self_watering_planter_20250620_215754.png,GARDEN & OUTDOOR,PLANTERS
Vegetable Seed Starter Kit,GOSEE001,14,Complete vegetable seed collection with growing instructions and tips.,54,garden_&_outdoor_seeds_vegetable_seed_starter_kit_20250620_215829.png,GARDEN & OUTDOOR,SEEDS
Flower Seed Mix Wildflower,GOSEE002,10,Native wildflower seed mix for natural landscapes and pollinator gardens.,13,garden_&_outdoor_seeds_flower_seed_mix_wildflower_20250620_215903.png,GARDEN & OUTDOOR,SEEDS
Herb Garden Seed Set,GOSEE003,12,"Popular culinary herbs including basil, oregano, and parsley seeds.",82,garden_&_outdoor_seeds_herb_garden_seed_set_20250620_215938.png,GARDEN & OUTDOOR,SEEDS
Grass Seed Sun & Shade,GOSEE004,21,Premium grass seed blend for areas with mixed sun and shade conditions.,90,garden_&_outdoor_seeds_grass_seed_sun_shade_20250620_220012.png,GARDEN & OUTDOOR,SEEDS
Organic Heirloom Seeds,GOSEE005,18,Non-GMO heirloom vegetable seeds for traditional varieties and seed saving.,84,garden_&_outdoor_seeds_organic_heirloom_seeds_20250620_220047.png,GARDEN & OUTDOOR,SEEDS
Potting Mix Premium 40lb,GOSOI001,10,High-quality potting soil with perlite and peat for container gardening.,14,garden_&_outdoor_soil_potting_mix_premium_40lb_20250620_220120.png,GARDEN & OUTDOOR,SOIL
Garden Soil Enriched,GOSOI002,14,Nutrient-rich garden soil blend for planting beds and landscaping.,40,garden_&_outdoor_soil_garden_soil_enriched_20250620_220155.png,GARDEN & OUTDOOR,SOIL
Topsoil Screened 40lb,GOSOI003,8,Clean screened topsoil for lawn repair and general landscaping use.,30,garden_&_outdoor_soil_topsoil_screened_40lb_20250620_220229.png,GARDEN & OUTDOOR,SOIL
Cactus Potting Mix,GOSOI004,10,Well-draining soil mix specifically formulated for cacti and succulents.,45,garden_&_outdoor_soil_cactus_potting_mix_20250620_220303.png,GARDEN & OUTDOOR,SOIL
Seed Starting Mix,GOSOI005,12,Fine-textured soil mix designed for starting seeds and young plant growth.,48,garden_&_outdoor_soil_seed_starting_mix_20250620_220337.png,GARDEN & OUTDOOR,SOIL
Anvil Pruners Heavy Duty,GOPRN001,20,Anvil-style pruners for cutting dead wood and tough branches with power.,4,garden_&_outdoor_pruning_tools_anvil_pruners_heavy_duty_20250620_220421.png,GARDEN & OUTDOOR,PRUNING TOOLS
Pole Saw Pruner 8-foot,GOPRN002,58,Telescoping pole saw for reaching high branches safely from the ground.,89,garden_&_outdoor_pruning_tools_pole_saw_pruner_8_foot_20250620_220454.png,GARDEN & OUTDOOR,PRUNING TOOLS
Solar Path Light Set,GOOTD001,35,Solar-powered pathway lights with automatic dusk-to-dawn operation.,1,garden_&_outdoor_outdoor_lighting_solar_path_light_set_20250621_113354.png,GARDEN & OUTDOOR,OUTDOOR LIGHTING
LED Flood Light 30W,GOOTD002,42,Bright LED flood light for security and area illumination with motion sensor.,100,garden_&_outdoor_outdoor_lighting_led_flood_light_30w_20250621_113437.png,GARDEN & OUTDOOR,OUTDOOR LIGHTING
String Lights 48-foot,GOOTD003,28,Weather-resistant string lights for patios and outdoor entertaining.,13,garden_&_outdoor_outdoor_lighting_string_lights_48_foot_20250621_113522.png,GARDEN & OUTDOOR,OUTDOOR LIGHTING
Landscape Spotlight Kit,GOOTD004,52,Low-voltage landscape lighting kit for highlighting plants and features.,96,garden_&_outdoor_outdoor_lighting_landscape_spotlight_kit_20250621_125651.png,GARDEN & OUTDOOR,OUTDOOR LIGHTING
Solar Deck Light Set,GOOTD005,32,Solar deck lights for stairs and railings with easy installation and no wiring.,77,garden_&_outdoor_outdoor_lighting_solar_deck_light_set_20250621_093418.png,GARDEN & OUTDOOR,OUTDOOR LIGHTING
Rolling Tool Chest 26-inch,SOTLB001,130,Heavy-duty rolling tool chest with multiple drawers and ball-bearing slides.,34,storage_&_organization_tool_boxes_rolling_tool_chest_26_inch_20250621_093453.png,STORAGE & ORGANIZATION,TOOL BOXES
Portable Tool Box 20-inch,SOTLB002,42,Compact tool box with removable tray and comfortable carrying handle.,25,storage_&_organization_tool_boxes_portable_tool_box_20_inch_20250620_220555.png,STORAGE & ORGANIZATION,TOOL BOXES
Metal Tool Cabinet,SOTLB003,200,Stationary tool cabinet with locking drawers and full-extension slides.,7,storage_&_organization_tool_boxes_metal_tool_cabinet_20250620_220629.png,STORAGE & ORGANIZATION,TOOL BOXES
Plastic Tool Box Set,SOTLB004,28,Lightweight plastic tool boxes in multiple sizes for basic tool storage.,4,storage_&_organization_tool_boxes_plastic_tool_box_set_20250620_220702.png,STORAGE & ORGANIZATION,TOOL BOXES
Tool Bag Canvas 18-inch,SOTLB005,35,Heavy-duty canvas tool bag with multiple pockets and reinforced bottom.,82,storage_&_organization_tool_boxes_tool_bag_canvas_18_inch_20250620_220737.png,STORAGE & ORGANIZATION,TOOL BOXES
Steel Shelving 5-Tier,SOSH000001,72,"Adjustable steel shelving unit holding up to 3,000 pounds with powder coating.",21,storage_&_organization_shelving_steel_shelving_5_tier_20250620_220811.png,STORAGE & ORGANIZATION,SHELVING
Wire Shelving Chrome,SOSH000002,58,Chrome wire shelving with adjustable shelves for versatile storage solutions.,78,storage_&_organization_shelving_wire_shelving_chrome_20250620_220845.png,STORAGE & ORGANIZATION,SHELVING
Wooden Storage Shelves,SOSH000003,100,Solid wood shelving unit with natural finish for workshop and garage.,27,storage_&_organization_shelving_wooden_storage_shelves_20250620_220920.png,STORAGE & ORGANIZATION,SHELVING
Heavy Duty Rack System,SOSH000004,140,Industrial-strength shelving for maximum weight capacity and durability.,70,storage_&_organization_shelving_heavy_duty_rack_system_20250620_220956.png,STORAGE & ORGANIZATION,SHELVING
Corner Shelf Unit,SOSH000005,65,Space-saving corner shelving unit for maximizing storage in tight spaces.,47,storage_&_organization_shelving_corner_shelf_unit_20250620_221030.png,STORAGE & ORGANIZATION,SHELVING
Pegboard Panel 4x8,SOPB000006,40,Large pegboard panel with holes for hanging tools and accessories.,90,storage_&_organization_pegboard_pegboard_panel_4x8_20250620_221105.png,STORAGE & ORGANIZATION,PEGBOARD
Pegboard Hook Set 50-piece,SOPB000007,25,Comprehensive pegboard hook set with various sizes and styles.,30,storage_&_organization_pegboard_pegboard_hook_set_50_piece_20250620_221139.png,STORAGE & ORGANIZATION,PEGBOARD
Metal Pegboard Gray,SOPB000008,32,Steel pegboard with gray finish for heavy-duty tool organization.,80,storage_&_organization_pegboard_metal_pegboard_gray_20250620_221214.png,STORAGE & ORGANIZATION,PEGBOARD
Pegboard Storage Bins,SOPB000009,18,Plastic bins that hang on pegboard for small parts storage.,19,storage_&_organization_pegboard_pegboard_storage_bins_20250620_221248.png,STORAGE & ORGANIZATION,PEGBOARD
Pegboard Tool Holder Set,SOPB000010,21,Specialized tool holders for common workshop tools on pegboard systems.,87,storage_&_organization_pegboard_pegboard_tool_holder_set_20250620_221322.png,STORAGE & ORGANIZATION,PEGBOARD
Clear Storage Bin 27-Quart,SOSB000011,14,Transparent storage bin with secure lid for easy identification of contents.,2,storage_&_organization_storage_bins_clear_storage_bin_27_quart_20250620_221355.png,STORAGE & ORGANIZATION,STORAGE BINS
Stackable Bin Set,SOSB000012,21,Set of stackable bins in multiple sizes for modular storage solutions.,13,storage_&_organization_storage_bins_stackable_bin_set_20250620_221430.png,STORAGE & ORGANIZATION,STORAGE BINS
Heavy Duty Tote 35-Gallon,SOSB000013,28,Large capacity storage tote with reinforced handles and secure latching lid.,26,storage_&_organization_storage_bins_heavy_duty_tote_35_gallon_20250620_221505.png,STORAGE & ORGANIZATION,STORAGE BINS
Small Parts Organizer,SOSB000014,12,"Multi-compartment organizer for screws, bolts, and small hardware.",56,storage_&_organization_storage_bins_small_parts_organizer_20250620_221540.png,STORAGE & ORGANIZATION,STORAGE BINS
Weatherproof Storage Box,SOSB000015,35,Outdoor storage box with weather seals for protecting items from elements.,11,storage_&_organization_storage_bins_weatherproof_storage_box_20250620_221614.png,STORAGE & ORGANIZATION,STORAGE BINS
Metal Storage Cabinet 72-inch,SOCA000016,185,Tall metal cabinet with adjustable shelves and locking doors for security.,53,storage_&_organization_cabinets_metal_storage_cabinet_72_inch_20250620_221647.png,STORAGE & ORGANIZATION,CABINETS
Wall Mount Cabinet,SOCA000017,100,Space-saving wall-mounted cabinet for tools and supplies with key lock.,46,storage_&_organization_cabinets_wall_mount_cabinet_20250620_221723.png,STORAGE & ORGANIZATION,CABINETS
Base Cabinet with Drawers,SOCA000018,160,Workshop base cabinet with combination of drawers and doors for versatile storage.,30,storage_&_organization_cabinets_base_cabinet_with_drawers_20250620_221757.png,STORAGE & ORGANIZATION,CABINETS
Chemical Storage Cabinet,SOCA000019,290,Safety cabinet for storing flammable chemicals and hazardous materials.,26,storage_&_organization_cabinets_chemical_storage_cabinet_20250620_221831.png,STORAGE & ORGANIZATION,CABINETS
Modular Cabinet System,SOCA000020,250,Expandable modular cabinet system that grows with storage needs.,69,storage_&_organization_cabinets_modular_cabinet_system_20250620_221906.png,STORAGE & ORGANIZATION,CABINETS
